,0
0,58.05487851777429
1,58.327179533655
2,58.46245949449272
3,58.56025955986963
4,58.63648080561473
5,58.707312623167326
6,58.76269422435316
7,58.80315764001897
8,58.83677157670727
9,58.865087699097245
10,58.888881254682694
11,58.91017828170238
12,58.929450913389275
13,58.94586559429694
14,58.958199334892306
15,58.96470954173793
16,58.961350488946564
17,58.95104009174035
18,58.93440048042388
19,58.92115321337482
20,58.91675231895493
21,58.92643854494241
22,58.94447534676717
23,58.9647883621212
24,58.98874208365955
25,59.01646605845291
26,59.04170909215154
27,59.06334026018803
28,59.085927140397004
29,59.105354424317056
30,59.12016458713644
31,59.13485091742945
32,59.14941982315106
33,59.163046326268116
34,59.17466589643149
35,59.18340095615804
36,59.19234124985666
37,59.20052891925966
38,59.20635963631466
39,59.21158823497008
40,59.218059426985704
41,59.22510422951788
42,59.23161949649618
43,59.237556834907714
44,59.24403895795007
45,59.249506792509706
46,59.25599116759534
47,59.26161259272642
48,59.26639801882666
49,59.269406550026005
50,59.26937675455777
51,59.26749726654238
52,59.26415978233752
53,59.259383138987126
54,59.25200825791378
55,59.239819015524866
56,59.22637612301121
57,59.21032558865767
58,59.19144497592561
59,59.171097091043976
60,59.15203196121002
61,59.13505762766533
62,59.11928028923594
63,59.1032720654271
64,59.09008217915006
65,59.08254358719971
66,59.07437122111038
67,59.06144329145489
68,59.04946436096393
69,59.04068567794377
70,59.03000940285803
71,59.01642978152269
72,59.00348118670188
73,58.99393774287046
74,58.98357514812467
75,58.96900166396471
76,58.94992484680924
77,58.927282348618185
78,58.903920947242874
79,58.88059400807019
80,58.858738851582274
81,58.857380388815294
82,58.88518309042684
83,58.929933596772436
84,59.00711835979373
85,59.10322529121273
86,59.16915848110697
87,59.213104582677666
88,59.20862906837145
89,59.12983703010727
90,58.95844099479305
91,58.64361745326843
92,58.11085836777537
93,57.418433933620356
94,56.83307044169037
95,55.94770533520066
96,54.42122787763746
97,51.40518803589148
98,51.93049722850091
99,54.38423766786892
100,55.310460334542235
101,55.93328019477612
102,56.467771027538504
103,56.90712914891298
104,57.0467837181164
105,57.02771619658438
106,56.98914217441294
107,56.89295063066145
108,56.889986336781824
109,56.90512185696434
110,56.89800196891452
111,56.98739352842462
112,57.03310332310068
113,57.05568779331375
114,57.00452533615919
115,57.00961602706148
116,57.02370792663478
117,57.103376490800734
118,57.19357611701419
119,57.254485158194896
120,57.300643291742354
121,57.32177001158997
122,57.37221745365214
123,57.45742640386866
124,57.53515484936772
125,57.60163097995305
126,57.704826965643605
127,57.82131442109862
128,57.95477705171072
129,58.091353702079566
130,58.217349683543695
131,58.33042890633648
132,58.40255827168474
133,58.456337696012085
134,58.47407410408238
135,58.446871718655686
136,58.40579747959321
137,58.365472265255114
138,58.302537657498874
139,58.19027559671984
140,58.03895454419881
141,57.89180975200892
142,57.752209071062495
143,57.64372983918938
144,57.613225306638576
145,57.674122505323766
146,57.818066238155524
147,58.04210825189727
148,58.28716885506973
149,58.5058518671632
150,58.672248938962724
151,58.78387256742523
152,58.858073213123035
153,58.919631303211936
154,58.97091373858698
155,58.998716091878656
156,59.01861255736472
157,59.021427082986
158,59.01068988807502
159,58.93268440359905
160,58.75342423172301
161,58.48690082000081
162,58.123068571659886
163,56.686111626073455
164,52.07976686422407
165,57.472878317756496
166,58.25075862672779
167,58.584678724601844
168,58.79662946290896
169,58.944333822779825
170,59.025873569694596
171,59.06517126795383
172,59.07797304559033
173,59.064923317695644
174,59.02597651319829
175,58.98037724123262
176,58.93215977201049
177,58.86403741667881
178,58.77343572322333
179,58.682385862501555
180,58.57481693768127
181,58.46078287963132
182,58.30838963320827
183,58.27753660175229
184,58.32602209037596
185,58.45070262012391
186,58.61457082584976
187,58.77390045744359
188,58.978840836424276
189,59.17317372874901
190,59.29233851497956
191,59.31825888962298
192,59.28590712692105
193,59.201604536304416
194,59.00935617568883
195,58.63546979691363
196,57.87140771647857
197,55.658240528138364
198,51.683646083710435
199,56.88084619036114
200,58.24833114033543
201,58.842226817740105
202,59.05242806636998
203,59.102527934506625
204,59.125161425855495
205,59.14205350068456
206,59.15695443411734
