-1.4344609671028738e+17	-3.8204099071279144e+16	-1.2960651552360962e+17	1.1935688897175304e+17	-1.7901606809718266e+16	1.3238760190680168e+17	32020003390204.746
357496477269225.1	411983919845797.3	802424477439192.0	-460276348408501.0	293807948291759.2	-632730056005628.9	-160771581769765.1
-11006415994.087301	-5336260628.120056	6406564491.970938	-42101702657.839134	-42536081221.34327	-45074275774.60151	-3025881170.103488
-14960023755685.11	-12185943862002.691	-2788018076517.847	-11726105963021.363	-6818901204241.805	-2613968073726.4585	-11680440338847.594
63348275574465.17	-21780242811870.477	-58075242611425.1	16664329112353.027	95529586916413.19	81446405160455.89	-2729188855834.3335
1.6210705708033912	1.2509282461308462	2.237489016247263	1.9608431525673296	-1.8145463599399496	0.5546910052045806	0.9806443372020939
2609762.5100664566	2205575.1186758177	706593.0714534982	1211093.342663137	-655608.4968678897	669122.4416572038	753768.055039442
-342121774.8873421	-1139037685.8771248	842890807.4606388	1187888360.01408	211500594.98355216	-545218388.2091861	1989728296.5113957
-1256903.4941069367	-492887.8428001059	1134347.0095279508	-525183.6660359284	-993171.679479826	-199138.06377159487	-595124.8675021038
0.533705097115039	-0.47884413139940585	1.656704671310735	1.3548423956636886	-0.07967005730619059	1.1608918378805297	1.1470856573900736
