0.468985601	0.279841631	0.171062661	-0.454775224	-0.539180614	0.062001737	0.863102743	1
0.455717729	0.279693002	0.187821301	-0.454537677	-0.537499013	0.049462872	0.883843075	2
0.442850599	0.27869529	0.201692724	-0.454260263	-0.53512318	0.037064223	0.899320021	3
0.425552583	0.277259596	0.212707202	-0.453939658	-0.532081201	0.024811192	0.912538877	4
0.404359724	0.275064946	0.225573754	-0.45357171	-0.528494194	0.012707123	0.92648104	5
0.380322422	0.272258387	0.241131173	-0.453150605	-0.524424473	0.00075279	0.940352162	6
0.347879862	0.268952181	0.258478861	-0.45267219	-0.520020362	-0.011061585	0.954267878	7
0.310123337	0.265163721	0.272454555	-0.452131481	-0.515460905	-0.022705901	0.965491878	8
0.268915058	0.261169711	0.283762085	-0.45153014	-0.510860197	-0.034216434	0.974280458	9
0.221401286	0.25668554	0.294560453	-0.450868996	-0.506354277	-0.045588037	0.981424124	10
0.173028604	0.252397434	0.305793985	-0.450144729	-0.502058996	-0.056788551	0.986191416	11
0.126189174	0.248514105	0.319588045	-0.449359829	-0.498005073	-0.067839588	0.988849183	12
0.088620522	0.244768336	0.327624489	-0.448524263	-0.49407841	-0.078748352	0.989521659	13
0.057737965	0.24088975	0.326942943	-0.447640524	-0.49010962	-0.089514842	0.9889541	14
0.028351271	0.236385025	0.320053061	-0.446709442	-0.486031122	-0.100146004	0.987421753	15
0.000135819	0.230688105	0.30728195	-0.445725202	-0.481834139	-0.110648786	0.984822683	16
-0.023119623	0.224225904	0.290735217	-0.444683652	-0.477482688	-0.121030905	0.981418077	17
-0.040672751	0.216541465	0.274032496	-0.443577317	-0.472853018	-0.131292877	0.977787549	18
-0.052321129	0.207584193	0.257685475	-0.442401213	-0.467881937	-0.141441132	0.974319445	19
-0.053548144	0.197309814	0.244985841	-0.441147034	-0.4624062	-0.151472327	0.972831506	20
-0.047000966	0.18571991	0.231677399	-0.439804813	-0.456228333	-0.161385432	0.972642428	21
-0.035512679	0.173015288	0.215658748	-0.438366245	-0.449246527	-0.17118302	0.972978754	22
-0.014218602	0.159246546	0.199905399	-0.436826346	-0.44129227	-0.18087178	0.975570216	23
0.010506985	0.143989931	0.188665561	-0.43517681	-0.432216361	-0.190457115	0.979996086	24
0.032388439	0.127567211	0.180318405	-0.43340684	-0.422001246	-0.199943657	0.984376764	25
0.044880648	0.11051851	0.180025773	-0.431512282	-0.410787351	-0.209337064	0.988147868	26
0.042185037	0.093287659	0.179199593	-0.429485662	-0.398823932	-0.218641711	0.989468079	27
0.026846629	0.076747459	0.177824307	-0.427337777	-0.386476097	-0.227869947	0.988378515	28
0.005117209	0.060318888	0.177641833	-0.425069457	-0.373934298	-0.237026403	0.985343644	29
-0.023019438	0.043617884	0.17855883	-0.422680704	-0.361341595	-0.246111336	0.979735262	30
-0.057210597	0.02687577	0.183162316	-0.420167362	-0.34884719	-0.255120116	0.971767892	31
-0.095641567	0.009932216	0.19164906	-0.417533587	-0.336588877	-0.26405197	0.962487366	32
-0.130282012	-0.007738119	0.201430364	-0.414782699	-0.324548223	-0.272908699	0.954500596	33
-0.166706173	-0.025816582	0.205709685	-0.411906393	-0.312713821	-0.281685416	0.94365944	34
-0.205903511	-0.044241019	0.210165173	-0.40890467	-0.301176946	-0.290378517	0.931530324	35
-0.236262831	-0.063385549	0.214492845	-0.405768392	-0.289910391	-0.298979257	0.922368032	36
-0.257365833	-0.083259151	0.216800684	-0.402495068	-0.278689474	-0.307482232	0.915406367	37
-0.282649774	-0.103351585	0.213649847	-0.399078885	-0.267499276	-0.315882296	0.903519769	38
-0.305335087	-0.123155932	0.208115909	-0.395527316	-0.256401232	-0.324184596	0.890381472	39
-0.320625261	-0.1433581	0.196807958	-0.391835379	-0.245269837	-0.332401994	0.874694849	40
-0.332415138	-0.163618295	0.172569547	-0.388002243	-0.233990118	-0.340544782	0.845940701	41
-0.341438034	-0.184023325	0.1408089	-0.384030399	-0.222499759	-0.348628397	0.800936924	42
-0.349036644	-0.20533104	0.110262927	-0.379918188	-0.210760144	-0.356663129	0.743046935	43
-0.353625555	-0.227704456	0.080115119	-0.375659794	-0.198740554	-0.364651552	0.666333795	44
-0.359516878	-0.250417822	0.046362388	-0.371249403	-0.186421682	-0.372588519	0.541047178	45
-0.371654823	-0.272552483	0.010921097	-0.366689508	-0.173928155	-0.380468886	0.327055437	46
-0.392274455	-0.293423797	-0.022566646	-0.361975955	-0.161456569	-0.388277215	0.020876788	47
-0.415908949	-0.313226247	-0.052413393	-0.357136984	-0.149161393	-0.39601608	0.213442533	48
-0.437665739	-0.332404138	-0.078630937	-0.352170103	-0.137078612	-0.403675189	0.377075414	49
-0.460442975	-0.351142467	-0.103262887	-0.347078635	-0.12520647	-0.411239106	0.481295936	50
-0.487372231	-0.369360595	-0.126241636	-0.341864241	-0.113658186	-0.41869754	0.549329593	51
-0.512683026	-0.387374752	-0.14474093	-0.336535227	-0.102466232	-0.426042772	0.58966107	52
-0.538459632	-0.405698817	-0.156200663	-0.331089101	-0.091647285	-0.433261939	0.605545355	53
-0.56335006	-0.424048181	-0.170078393	-0.325516726	-0.08127068	-0.440337032	0.625086891	54
-0.58404509	-0.44239122	-0.186113862	-0.319819764	-0.071295781	-0.447275768	0.64769608	55
-0.593467696	-0.460689987	-0.20431674	-0.314007351	-0.061557763	-0.45408072	0.674784996	56
-0.58969163	-0.479355582	-0.225407677	-0.308075334	-0.051806756	-0.460746744	0.707002525	57
-0.578658825	-0.498082843	-0.248009704	-0.30201873	-0.041855028	-0.467271265	0.739325833	58
-0.560479796	-0.516701004	-0.271936142	-0.295837538	-0.031579178	-0.473651712	0.771132411	59
-0.537146891	-0.535100965	-0.306607552	-0.289531759	-0.020873889	-0.479890658	0.809997837	60
-0.509373804	-0.552650262	-0.349867454	-0.283108869	-0.00968527	-0.485998392	0.848668999	61
-0.477960987	-0.569935504	-0.39072954	-0.27657551	0.002041794	-0.491980061	0.878194444	62
-0.442448824	-0.5875101	-0.422980851	-0.269931685	0.01432872	-0.49784081	0.898687762	63
-0.40320191	-0.605574854	-0.450491188	-0.263177392	0.027233783	-0.503578067	0.914501942	64
-0.36489488	-0.62381828	-0.476256246	-0.256309309	0.04073671	-0.509191831	0.927061915	65
-0.329495297	-0.642037989	-0.4958239	-0.249328267	0.054751929	-0.51467953	0.935691667	66
-0.300641859	-0.659353274	-0.507470311	-0.242229282	0.06913796	-0.520030873	0.940670245	67
-0.275426086	-0.675104791	-0.511439341	-0.235028136	0.083705579	-0.525258723	0.943240247	68
-0.251355733	-0.688873534	-0.507878146	-0.227728981	0.098374569	-0.530342499	0.944078871	69
-0.228777834	-0.700558308	-0.500465646	-0.220346768	0.113077173	-0.535279627	0.943987968	70
-0.211438504	-0.710771021	-0.490227736	-0.212893955	0.127694644	-0.540057244	0.942719618	71
-0.197283422	-0.720079311	-0.476701921	-0.205378019	0.142076901	-0.544672777	0.940282669	72
-0.185311766	-0.729219998	-0.46910022	-0.197803941	0.15614671	-0.549133944	0.938820807	73
-0.178095307	-0.738219962	-0.466821392	-0.190175045	0.169796119	-0.553451037	0.938070497	74
-0.172138915	-0.747665812	-0.4639203	-0.182491331	0.18294175	-0.557631774	0.936948325	75
-0.168104639	-0.757467424	-0.46169613	-0.174750306	0.195530942	-0.56169159	0.93571936	76
-0.157371358	-0.767322795	-0.458231637	-0.166953633	0.207603191	-0.565630487	0.934804628	77
-0.138737879	-0.777337864	-0.449528362	-0.15910048	0.219319109	-0.569451037	0.933163892	78
-0.113813367	-0.787574295	-0.436190068	-0.151189186	0.230825266	-0.573155813	0.930538786	79
-0.087649446	-0.797590944	-0.423563171	-0.143218921	0.242188364	-0.576739669	0.927815471	80
-0.058227945	-0.806714239	-0.414559696	-0.135192176	0.253421568	-0.58020775	0.926139499	81
-0.024348704	-0.814454017	-0.404927231	-0.127116427	0.264602989	-0.583565203	0.924271481	82
0.017389836	-0.821006345	-0.391073467	-0.119002471	0.275854624	-0.5868146	0.920840024	83
0.060636529	-0.827049539	-0.37324731	-0.110851139	0.287299344	-0.589958514	0.914803282	84
0.102856021	-0.832251556	-0.349859045	-0.102667414	0.298932762	-0.592994372	0.904658762	85
0.141906221	-0.836798973	-0.319726793	-0.094450466	0.310720649	-0.595922174	0.888136333	86
0.175624546	-0.840680721	-0.280554907	-0.086203036	0.322562073	-0.598744493	0.860413697	87
0.201849198	-0.843593218	-0.226334345	-0.07792911	0.334302565	-0.601471619	0.807286561	88
0.223932779	-0.845564925	-0.159137493	-0.069632011	0.345796435	-0.604095835	0.704933662	89
0.24036734	-0.847342149	-0.086429828	-0.061314894	0.356934851	-0.606614568	0.527265372	90
0.248294393	-0.848942283	-0.009536561	-0.052978675	0.367529994	-0.609038109	0.386989459	91
0.254497634	-0.85016452	0.066720064	-0.044627837	0.377436172	-0.611371603	0.615060286	92
0.264056575	-0.851957555	0.128590679	-0.03626479	0.386683225	-0.613625342	0.736995522	93
0.270449859	-0.853952979	0.184411047	-0.02788837	0.395248335	-0.615814761	0.809788479	94
0.280694606	-0.855681188	0.237545172	-0.019500239	0.403122724	-0.617955298	0.856176077	95
0.293295263	-0.856783256	0.286893162	-0.011100729	0.410380116	-0.620054671	0.886156264	96
0.305916576	-0.857278159	0.33381811	-0.002703545	0.417040697	-0.62211288	0.906996357	97
0.317478195	-0.857287646	0.379277796	0.00569447	0.423083404	-0.624137643	0.922380477	98
0.32668597	-0.856444888	0.423447969	0.014091239	0.428471375	-0.62612896	0.934210364	99
0.328403585	-0.853916613	0.469844413	0.022477045	0.433092269	-0.628089403	0.944633744	100
0.327613461	-0.849930508	0.513516354	0.030840507	0.436822335	-0.630018974	0.952707838	101
0.327148683	-0.844796481	0.548594337	0.039172076	0.439646653	-0.631930535	0.95820374	102
0.330825596	-0.838998367	0.580455892	0.047463776	0.441622272	-0.633834379	0.962364982	103
0.338831144	-0.832691119	0.608663753	0.05571129	0.4428431	-0.63574594	0.965451873	104
0.351823248	-0.825813072	0.629896381	0.06390847	0.443438156	-0.637670365	0.967361821	105
0.36623654	-0.818508112	0.647841104	0.072048672	0.44346273	-0.639615372	0.9687638	106
0.377570934	-0.811261655	0.666967287	0.080129571	0.44294842	-0.641578389	0.970264466	107
0.378197869	-0.804005711	0.691441569	0.088149671	0.441724958	-0.643559415	0.972488097	108
0.375044606	-0.796841474	0.714078493	0.0961108	0.439718621	-0.645553304	0.974525958	109
0.363061588	-0.789686725	0.733036497	0.104012957	0.436834622	-0.647560058	0.976487486	110
0.347110396	-0.782255272	0.751166218	0.111854482	0.4329378	-0.649582248	0.978378721	111
0.329784493	-0.774335241	0.764502831	0.119632883	0.428017623	-0.65162502	0.979929515	112
0.315775041	-0.76629346	0.770397513	0.127343176	0.422113587	-0.653690947	0.980937536	113
0.300606742	-0.758294371	0.776170265	0.134995328	0.415370505	-0.655780029	0.981914648	114
0.294860017	-0.749817771	0.781652908	0.142582695	0.40785157	-0.657897411	0.982626228	115
0.291082918	-0.741320617	0.786563741	0.150106937	0.399765664	-0.660032803	0.983247499	116
0.282698317	-0.732802907	0.792479445	0.157568056	0.391039065	-0.662183631	0.983991048	117
0.27659113	-0.724373742	0.802347362	0.164968542	0.381677915	-0.664347323	0.984796062	118
0.269170169	-0.715705822	0.817899736	0.172310887	0.37169187	-0.66651616	0.985783489	119
0.262787214	-0.706381721	0.843576499	0.179590938	0.361066887	-0.66868757	0.987007025	120
0.257030159	-0.697228384	0.875766004	0.186807866	0.349817007	-0.670851262	0.988264719	121
0.253187992	-0.688375469	0.907467788	0.193961669	0.337950131	-0.673007236	0.989335412	122
0.255524278	-0.679702805	0.939796041	0.201052347	0.325532961	-0.675155491	0.990219371	123
0.268991488	-0.670804036	0.966393586	0.20807741	0.312741028	-0.677298601	0.990766736	124
0.292200452	-0.66137874	0.987781779	0.215029382	0.299807792	-0.679441711	0.99103287	125
0.317202427	-0.65178426	1	0.22190577	0.286849981	-0.681582248	0.991057253	126
0.338351906	-0.642158157	0.999579552	0.228699931	0.273821957	-0.683722785	0.990884097	127
0.358966374	-0.632476713	0.990132084	0.235406881	0.26065263	-0.685863322	0.990519331	128
0.384087126	-0.622883815	0.970265912	0.242023298	0.247406068	-0.687993568	0.989790924	129
0.409402052	-0.613613473	0.941986575	0.24854835	0.234140198	-0.690108378	0.988750759	130
0.436396377	-0.604915511	0.90583645	0.254981208	0.220881349	-0.692197459	0.987267642	131
0.465890177	-0.596644462	0.862517685	0.261325194	0.207680425	-0.69424795	0.985173569	132
0.497281305	-0.588599519	0.811365973	0.267581968	0.194612907	-0.696254703	0.982215559	133
0.522949463	-0.580858159	0.757409872	0.273752362	0.181651585	-0.698207429	0.978663136	134
0.545518065	-0.573716058	0.698383167	0.279837206	0.168714839	-0.700085544	0.974025548	135
0.557169541	-0.567559021	0.636749684	0.285846467	0.155702613	-0.701886477	0.96863862	136
0.561279215	-0.562235254	0.579186139	0.291788451	0.142444641	-0.703602508	0.962752962	137
0.555318691	-0.558261799	0.531145742	0.297671463	0.128810153	-0.705225921	0.957521579	138
0.545119389	-0.555535879	0.499086577	0.30350298	0.114669253	-0.706743849	0.954058786	139
0.53533942	-0.554266207	0.480364024	0.309291306	0.100060734	-0.708153722	0.952221159	140
0.519867466	-0.554713676	0.477656338	0.31504807	0.084967307	-0.709447821	0.953578055	141
0.501685338	-0.556590513	0.48626291	0.320783239	0.069322269	-0.710633864	0.956905834	142
