,0
227,0.047374771567677526
228,0.0470025624690987
229,0.04772275505735677
230,0.04781412667003121
231,0.047743417220979946
232,0.04689176065519373
233,0.04504998821334737
234,0.043024805167646625
235,0.04001904003698768
236,0.038471830215408585
237,0.03676717868624188
238,0.03365855290453693
239,0.03153060710071864
240,0.03064023248148156
241,0.029965616391234445
242,0.02696819878226473
243,0.026023587907517704
244,0.025255484675240355
245,0.024499221273128747
246,0.023090567537771417
247,0.02033314575485941
248,0.018370432535331417
249,0.01640191816963076
250,0.01387458614178021
251,0.010794951426273684
252,0.004675614683313451
253,-0.0005181828144634538
254,-0.005223973463195388
255,-0.00991564891791786
256,-0.014032969125120467
257,-0.01737482041157029
258,-0.020537217414861402
259,-0.02316927060047573
260,-0.026975522900112053
261,-0.029688948824676428
262,-0.03136758064028386
263,-0.03156943748101543
264,-0.031935143253853035
265,-0.030456625638240906
266,-0.03190060735490998
267,-0.031219407167643844
268,-0.03149941288889664
269,-0.030989229131120843
270,-0.030683448532119753
271,-0.0308529839401854
272,-0.03281166261952073
273,-0.035319350387915796
274,-0.0364951475347469
275,-0.04001295540539218
276,-0.043505111765978786
277,-0.04777401702799168
278,-0.05191531217961968
279,-0.0580859071102155
280,-0.06417574741764107
281,-0.06761007898447649
282,-0.06921706971444404
283,-0.07251088576246836
284,-0.07472077627979583
285,-0.07552639298400046
286,-0.07504915618026851
287,-0.07449101068925912
288,-0.07399888182052909
289,-0.07325022658542983
290,-0.07196148216258526
291,-0.06984249992521498
292,-0.06864369058335522
293,-0.06983117466327553
294,-0.06999440856260727
295,-0.07121735328102738
296,-0.07196489271251887
297,-0.07216091053616196
298,-0.07303814190754819
299,-0.07540483529613408
300,-0.0739438475989648
301,-0.06944610500380632
302,-0.06407003492370529
303,-0.05974016372169513
304,-0.05370069047799037
305,-0.04569073864372239
306,-0.03746013861346656
307,-0.02890973507227483
308,-0.020963469751276723
309,-0.013711547340649761
310,-0.006628819359505794
311,-0.0001705104171421817
312,0.003180569097518445
313,0.009383443118372593
314,0.015558412307041327
315,0.021523128799786122
316,0.02808381932364564
317,0.03575500861271595
318,0.04208790403267457
319,0.04789339710616264
320,0.05377314749873118
321,0.06192532448165532
322,0.07044946940413697
323,0.07988779882506829
324,0.09025180110140582
325,0.10151612848340345
326,0.11418258752537133
327,0.12797856959198003
328,0.13822618122351085
329,0.14694223109469548
330,0.1543973067502897
331,0.15794515233678239
332,0.15790959849358618
333,0.16211233823576235
334,0.16336287948540693
335,0.1650006015504918
336,0.16594852398343518
337,0.16711174060372666
338,0.16749924916175987
339,0.16852386825149923
340,0.16560058208897932
341,0.16243824978066557
342,0.16039140374827968
343,0.15676477740304479
344,0.15293387015758553
345,0.15090945766026867
346,0.14990853400630896
347,0.14880058092230272
348,0.14438153994003933
349,0.14124793609159197
350,0.13748117974169086
351,0.1322275136655796
352,0.1275123143548866
353,0.1252498813067976
354,0.12120148541821857
355,0.11920401001614787
356,0.11716671004583373
357,0.11658294509023158
358,0.11602169335368386
359,0.11619651154486646
360,0.11280928256302776
361,0.1077720190967478
362,0.10194801153210233
363,0.0925892280860124
364,0.08373809524901166
365,0.07145091280953424
366,0.0598071454773491
367,0.04782895765441885
368,0.03521527693130068
369,0.023709194431868412
370,0.012082423276004563
371,0.001406720721983187
372,-0.008226251276342331
373,-0.014941680147558862
374,-0.022664890288196748
375,-0.025865141937097148
376,-0.02638953335894016
377,-0.02371451291932847
378,-0.019656517925177194
379,-0.016199240528916116
380,-0.011198225287666234
381,-0.009949271714997612
382,-0.010751467119468644
383,-0.010861675880881794
384,-0.012133207526471604
385,-0.017151226501890514
386,-0.025159685672313536
387,-0.032282279260271884
388,-0.04102942744418732
389,-0.05215787641815247
390,-0.06251062396914603
391,-0.0735430058913998
392,-0.0882399669096049
393,-0.10032889441471296
394,-0.1078947697713554
395,-0.11419459105255308
396,-0.11789172270928532
397,-0.12083355906357823
398,-0.12259327523004472
399,-0.12330540405462186
400,-0.121479052422422
401,-0.1224693892091631
402,-0.12279356217354939
403,-0.12088025786339407
404,-0.12067994803611788
405,-0.11931041005994385
406,-0.12355735734469653
407,-0.12679540658827548
408,-0.13327779137174778
409,-0.1399406603505536
410,-0.14805592936202858
411,-0.15545315389582115
412,-0.16630786825573315
413,-0.17284527360133578
414,-0.17498545901845325
415,-0.17906316060041447
416,-0.1830512587993377
417,-0.18537980871367457
418,-0.18604867270191022
419,-0.18488695944248335
420,-0.18218466696595842
421,-0.1768020970505566
422,-0.1740814963809653
423,-0.16845731768689784
424,-0.1627222164339618
425,-0.15751485732039894
426,-0.15194896996820983
427,-0.14507261510802755
428,-0.1380848364852859
429,-0.13250873446169553
430,-0.1301352468421457
431,-0.12626592900401304
432,-0.12411724654948238
433,-0.1210970973408771
434,-0.12023681388064647
435,-0.11980966410793056
436,-0.12026412459637417
437,-0.1194785101485657
438,-0.11740728297790194
439,-0.11550699633641852
440,-0.1103730538926984
441,-0.1042308101142418
442,-0.10173139084816119
443,-0.09361440201686232
444,-0.08838387552903229
445,-0.08856792187583784
446,-0.08381820220068335
447,-0.08224488098678036
448,-0.07665624927391193
449,-0.07328025899005405
450,-0.06927098747503302
451,-0.06562867013841762
452,-0.05987051347669541
453,-0.05622570018492247
454,-0.057187547675136105
455,-0.05601377488373664
456,-0.05433912844847832
457,-0.05153861961471828
458,-0.04558874200100968
459,-0.041761833703882645
460,-0.03510430471280707
461,-0.030721707581855207
462,-0.024968946073940526
463,-0.013840000898754916
464,-0.008049272502799
465,-0.005686628356992871
466,-0.0026046625680459304
467,-0.0030247411339501627
468,0.00032728846475133856
469,0.003003420385041246
470,0.003067632290762374
471,0.007393057713125945
472,0.010254212173557941
473,0.013311875153667954
474,0.01212873457934593
475,0.013575835510339118
476,0.012809694686454393
477,0.01562427050249569
478,0.019457324829933533
479,0.022262128668003468
480,0.025243770744742617
481,0.02517108248543346
482,0.027616095184039294
483,0.03257072485408518
484,0.03658930428194225
485,0.03822615620043094
486,0.043143920810509495
487,0.0482357064499486
488,0.05517043873140853
489,0.06350674971878072
490,0.07154915386584962
491,0.08255503156075665
492,0.08964236707063282
493,0.09762484573807412
494,0.10268095457517708
495,0.10393981807631691
496,0.10396463569407852
497,0.1060588477610552
498,0.10615437689720895
499,0.10363860771857421
500,0.09824606370604387
501,0.09355353153948096
502,0.08775820910530298
503,0.08206223806252548
504,0.07695509712402442
505,0.07220007155551693
506,0.06930278271865208
507,0.06858284202261439
508,0.07056038771528617
509,0.07539832796946552
510,0.08151853379805543
511,0.08617291669495196
512,0.08929616571539897
513,0.08988634686283527
514,0.0931949943739035
515,0.09254630091431108
516,0.09456034114612594
517,0.09515618784294036
518,0.09861190556898743
519,0.0968642406913464
520,0.09440915161308706
521,0.09211257145519611
522,0.09282475053981332
523,0.08726574086800584
524,0.08074395446122191
525,0.075359610366643
526,0.06697472442115006
527,0.061787523255826315
528,0.054902401892056
529,0.048200725348472806
530,0.039991320242917065
531,0.030051672508872057
532,0.019414671614415447
533,0.010271979251461234
534,0.0056330413292316915
535,-0.0008504222507686864
536,-0.007988164191076706
537,-0.013178720943574179
538,-0.014320664137718032
539,-0.019404118572133346
540,-0.021052185357331363
541,-0.023302218608075194
542,-0.02047005191777417
543,-0.02379923343583503
544,-0.0248167413147354
545,-0.02898164244737654
546,-0.034297621216585236
547,-0.03867447283220741
548,-0.04397162927885278
549,-0.04887930317032673
550,-0.05765662665005986
551,-0.06455649459367482
552,-0.07293313588893395
553,-0.08117870670604684
554,-0.08464829629303777
555,-0.09106704461757638
556,-0.09434117020361839
557,-0.09633226718364389
558,-0.09973366035824784
559,-0.10676915566430904
560,-0.11079463014912223
561,-0.11480857844203426
562,-0.1159773740273234
563,-0.11731371722678455
564,-0.11576383667284183
565,-0.11535355441040303
566,-0.11500273956497495
567,-0.11512155558038273
568,-0.11357637254178345
569,-0.10872818083942228
570,-0.10411457600126374
571,-0.09540795364898573
572,-0.08915325808281455
573,-0.08263837894555537
574,-0.07245589598095997
575,-0.0641295095200815
576,-0.05085001474106041
577,-0.03876091103161875
578,-0.03145976083768065
579,-0.02757495107899229
580,-0.024340692440185017
581,-0.018960042707909155
582,-0.015723977725983704
583,-0.014703876230968919
584,-0.012591473194421833
585,-0.010033604298079583
586,-0.009168540308212968
587,-0.009183151779673411
588,-0.008593386291788178
589,-0.003894358584540001
590,0.0013855696077969075
591,0.008844471420767424
592,0.016100170644962605
593,0.02235268078734527
594,0.02793002380872853
595,0.030720074786100858
596,0.03610912136711298
597,0.04237447193855889
598,0.04453078676487002
599,0.046329088378722585
600,0.049543455086282204
